nt_code,microbe_label,species_label,species_name,species,strain,genus,family,phylum,enzyme_id,enzyme_name,presence_call,evidence_scope,evidence_source,source_database,literature_citation,pmid,doi,genome_accession,strain_match_level,evidence_note,curation_status,matched_taxon_uri,matched_taxon_name,matched_query_name,annotation_match_modes,uniprot_accessions,uniprot_protein_names,ec_numbers,n_matching_proteins,n_reviewed_proteins
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ001,beta_glucuronidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides uniformis; 4 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,exact_ec,A0A078RXP8;A0A078SLT0;A0ABC9N8P8;R9HXL5,Beta-glucuronidase,3.2.1.31,4,0
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ002,sulfatase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides uniformis; 19 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,ec_prefix,A0ABC9N5A9;A0ABC9N6L5;A0ABC9N6M3;A0ABC9N6M6;A0ABC9N6M8;A0ABC9N6T8;A0ABC9N8D5;A0ABC9N8D7;A0ABC9N8P6;A0ABC9N8T7;A0ABC9N8V4;A0ABC9N8Y2;A0ABC9N9B3;A0ABC9NBM1;A0ABC9NEI3;A0ABC9NEZ1;A0ABC9NF00;A0ABC9NF93;A0ABC9NG25,,3.1.6.-,19,0
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ005,carboxylesterase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides uniformis; 22 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,ec_prefix;name_keyword,A0A078RYZ8;A0A078S1U4;A0A078S2G0;A0A078S2S2;A0A078S7D1;A0A078SKY2;A0ABC9N5Q9;A0ABC9N928;A0ABC9NBK2;A0ABC9NCZ8;A0ABC9NEV4;A0ABC9NFB5;R9HVI6;R9HW27;R9HWM0;R9I0C8;R9I0F7;R9I2F7;R9I5I3,1-phosphatidylinositol phosphodiesterase;6-phosphogluconolactonase;Carboxylic ester hydrolase;D-aminoacyl-tRNA deacylase;Peptidyl-tRNA hydrolase;Phosphoesterase,3.1.1.-;3.1.1.29;3.1.1.31;3.1.1.96;3.1.4.-;4.6.1.13,22,0
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ006,amidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides uniformis; 37 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,ec_prefix,A0A078RWS0;A0A078RYP0;A0A078RYR3;A0A078RZP1;A0A078S199;A0A078S1B2;A0A078S2W3;A0A078S334;A0A078S5J6;A0A078S699;A0A078SJR1;A0ABC9N4V1;A0ABC9N558;A0ABC9N582;A0ABC9N7U0;A0ABC9N846;A0ABC9NA75;A0ABC9NAJ1;A0ABC9NB90;A0ABC9NCR6;A0ABC9NCW7;A0ABC9NDM8;A0ABC9NDP5;A0ABC9NG95;R9HPI2;R9HPL6;R9HRP5;R9HUF2;R9HUX3;R9HVA6;R9HWH5;R9HX02;R9HX46;R9I1E5;R9I1N6;R9I3J0;R9I8D0,Formyltetrahydrofolate deformylase;Glutaminase;Imidazole glycerol phosphate synthase subunit HisH;Multifunctional fusion protein;N-acetylmuramoyl-L-alanine amidase;Omega-amidase YafV;Peptide deformylase;Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase;UDP-3-O-acyl-N-acetylglucosamine deacetylase;asparaginase,3.5.1.-;3.5.1.1;3.5.1.10;3.5.1.108;3.5.1.2;3.5.1.28;3.5.1.3;3.5.1.52;3.5.1.88,37,0
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ007,beta_glucosidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides uniformis; 28 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,exact_ec,A0A078RVB5;A0A078RY18;A0A078RYZ6;A0A078S1B7;A0A078S2J9;A0A078S2N1;A0A078S2U1;A0A078S3E3;A0A078S4C6;A0A078S520;A0A078S523;A0ABC9N5I4;A0ABC9N692;A0ABC9N6A5;A0ABC9N6P8;A0ABC9N6U7;A0ABC9N6V8;A0ABC9N7A5;A0ABC9N8Q5;A0ABC9NEJ2;R9HUY6;R9HXF7;R9I0N9;R9I3A3;R9I3T6;R9I402;R9I4D0;R9I8L3,Periplasmic beta-glucosidase;beta-glucosidase,3.2.1.21,28,0
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ008,alpha_rhamnosidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides uniformis; 8 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,exact_ec,A0A078S3U8;A0A078SSP7;A0ABC9NFD5;A0ABC9NHH1;R9I2H1;R9I403;R9I471;R9I4V1,alpha-L-rhamnosidase,3.2.1.40,8,0
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ009,beta_galactosidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides uniformis; 31 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,exact_ec,A0A078RZB1;A0A078RZI7;A0A078S0G3;A0A078S2I0;A0A078S2K0;A0A078S350;A0A078S3K3;A0A078S5F9;A0A078S5H0;A0A078S656;A0A078S6E6;A0A078SI95;A0A078SSY9;A0ABC9N628;A0ABC9N6B2;A0ABC9N6G6;A0ABC9N6J7;A0ABC9N6Q0;A0ABC9N989;A0ABC9N9L5;A0ABC9NA58;A0ABC9NHE4;R9HSS4;R9HXJ0;R9I3G8;R9I3L6;R9I3L9;R9I3P5;R9I3U9;R9I4K9;R9I5C4,Beta-galactosidase;beta-galactosidase,3.2.1.23,31,0
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ013,deacetylase,weak_prior,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides uniformis; 1 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,name_keyword,A0A078SJR1,UDP-3-O-acyl-N-acetylglucosamine deacetylase,3.5.1.108,1,0
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ014,phosphatase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides uniformis; 64 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,ec_prefix;name_keyword,A0A078RU65;A0A078RUM7;A0A078RV55;A0A078RV65;A0A078RVB9;A0A078RWW1;A0A078RX71;A0A078RXL4;A0A078RXZ5;A0A078RYL5;A0A078RZ83;A0A078S002;A0A078S0J1;A0A078S1D1;A0A078S2Z7;A0A078S3U5;A0A078S498;A0A078S569;A0A078S5M2;A0A078SA95;A0A078SPT0;A0ABC9N4W2;A0ABC9N5U5;A0ABC9N6M5;A0ABC9N6X7;A0ABC9N7C7;A0ABC9N7Z9;A0ABC9N867;A0ABC9N9W9;A0ABC9NBS4;A0ABC9NBS5;A0ABC9NBT3;A0ABC9NDQ5;A0ABC9NDV0;A0ABC9NE38;A0ABC9NEG8;A0ABC9NEI1;A0ABC9NF63;A0ABC9NFQ2;A0ABC9NG54;A0ABC9NGM5;A0ABC9NGP5;R9HN80;R9HP64;R9HR95;R9HSV7;R9HSX0;R9HUE0;R9HUU3;R9HVH6;R9HVJ0;R9HW52;R9HXG8;R9HZB6;R9I0H8;R9I1E2;R9I1H8;R9I2N1;R9I2N8;R9I2X1;R9I3Q3;R9I4Q1,"3'(2'),5'-bisphosphate nucleotidase CysQ;5'-nucleotidase SurE;Alpha-ribazole phosphatase;D,D-heptose 1,7-bisphosphate phosphatase;Fructose-1,6-bisphosphatase class 3;Histidine biosynthesis bifunctional protein HisB;Histidinol-phosphatase;Inositol-1-monophosphatase;Multiple inositol polyphosphate phosphatase 1;NAD(+) diphosphatase;Phosphoserine phosphatase;Undecaprenyl-diphosphatase;acid phosphatase;dITP/XTP pyrophosphatase;dTTP/UTP pyrophosphatase;phosphoglycolate phosphatase;protein-tyrosine-phosphatase",3.1.3.-;3.1.3.11;3.1.3.12;3.1.3.15;3.1.3.18;3.1.3.2;3.1.3.25;3.1.3.27;3.1.3.3;3.1.3.45;3.1.3.48;3.1.3.5;3.1.3.62;3.1.3.7;3.1.3.73;3.1.3.80;3.6.1.22;3.6.1.27;3.6.1.66;3.6.1.9,64,0
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ015,mucin_glycosidase,weak_prior,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides uniformis; 71 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,name_keyword,A0A078RUT0;A0A078RUY4;A0A078RXU0;A0A078RY48;A0A078RZB1;A0A078RZI7;A0A078S0G3;A0A078S1H8;A0A078S1T0;A0A078S2C4;A0A078S2I0;A0A078S2K0;A0A078S350;A0A078S3K3;A0A078S496;A0A078S5F9;A0A078S5H0;A0A078S5U9;A0A078S656;A0A078S6D7;A0A078S6E6;A0A078S6N6;A0A078S723;A0A078SI95;A0A078SPC9;A0A078SSY9;A0ABC9N628;A0ABC9N678;A0ABC9N6B2;A0ABC9N6G6;A0ABC9N6J7;A0ABC9N6Q0;A0ABC9N7F5;A0ABC9N7Q0;A0ABC9N989;A0ABC9N992;A0ABC9N9L5;A0ABC9NA58;A0ABC9NAJ8;A0ABC9NC92;A0ABC9NCW1;A0ABC9NE68;A0ABC9NEH0;A0ABC9NFG8;A0ABC9NGW9;A0ABC9NH03;A0ABC9NHE4;R9HRA2;R9HSS4;R9HU18;R9HU67;R9HXJ0;R9HXQ4;R9HYU7;R9I0K2;R9I1D0;R9I1D3;R9I1J1;R9I3G8;R9I3L6;R9I3L9;R9I3N2;R9I3P5;R9I3U9;R9I416;R9I4K9;R9I4R0;R9I5C4;R9I5J1;R9I8Q1;R9I9P8,Alpha-galactosidase;Beta-galactosidase;alpha-L-fucosidase;beta-N-acetylhexosaminidase;beta-galactosidase;exo-alpha-sialidase,3.2.1.18;3.2.1.22;3.2.1.23;3.2.1.51;3.2.1.52,71,0
NT5002,Bacteroides uniformis,Bacteroides uniformis,Bacteroides uniformis (S2) DSM No.: 6597,Bacteroides uniformis ,VPI 0061,Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ016,polysaccharide_lyase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides uniformis; 4 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/820,Bacteroides uniformis,Bacteroides uniformis,ec_prefix,A0A078RWF0;A0A078S0Y5;A0ABC9NB78;R9HV49,Endolytic murein transglycosylase,4.2.2.29;4.2.2.7,4,0
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ001,beta_glucuronidase,curated_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides fragilis; 2 protein hit(s), 1 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,exact_ec,E1WM95;Q5LIC7,Beta-glucuronidase,3.2.1.31,2,1
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ002,sulfatase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides fragilis; 21 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,ec_prefix,A0ABN0BF11;A0ABN0BF66;A0ABN0BF80;A0ABN0BFI9;A0ABN0BFL2;A0ABN0BH07;A0ABN0BIW0;A0ABN0BIW2;A0ABN0BLG9;A0ABN0BMW5;A0ABN0BNX8;A0ABN0BP95;A0ABN0BPC4;A0ABN0BPC7;A0ABN0BPP6;A0ABN0BQJ0;A0ABN0BQZ0;A0ABN0BR32;A0ABN0BSZ1;E1WJR1;Q5LJ81,,3.1.6.-;3.1.6.1,21,0
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ005,carboxylesterase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides fragilis; 41 protein hit(s), 4 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,ec_prefix;name_keyword,A0A015SQU3;A0A015U2J8;A0A015U4G5;A0A015V6W2;A0A015XAY5;A0A016AD71;A0A016AF52;A0A016AMX0;A0A016BNA4;A0A016C019;A0A016E9D4;A0A0E2AR77;A0A0E2ASC5;A0A0E2AV64;A0A0E2B6Z7;A0AAN4N070;A0AAN4SH88;A0AB73AKI2;A0AB73AN03;A0ABN0BFW2;A0ABN0BHT3;A0ABN0BML1;E1WJY7;E1WQZ2;E1WUC3;E1WV91;I9BGD4;I9BPT7;I9KLD5;Q5LE34;Q5LG56;Q5LGC5;Q5LIY8;Q64V75;Q64VH9;Q64X30;Q650H8,1-phosphatidylinositol phosphodiesterase;6-phosphogluconolactonase;D-aminoacyl-tRNA deacylase;Peptidyl-tRNA hydrolase;phospholipase D,3.1.1.-;3.1.1.29;3.1.1.31;3.1.1.96;3.1.4.4;4.6.1.13,41,4
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ006,amidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides fragilis; 146 protein hit(s), 6 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,ec_prefix,A0A015SL18;A0A015SNJ3;A0A015SRB4;A0A015SSH9;A0A015SUJ8;A0A015SYT3;A0A015TST6;A0A015TXV6;A0A015U0G7;A0A015U275;A0A015U523;A0A015V271;A0A015V3A9;A0A015V9L6;A0A015VAR8;A0A015VYW6;A0A015VZM2;A0A015W052;A0A015W5U0;A0A015WXG6;A0A015WZJ4;A0A015X0U6;A0A015X140;A0A015X764;A0A015XAZ4;A0A015XBM9;A0A015XBR6;A0A015XEZ4;A0A015XII0;A0A015Y3B7;A0A015Y506;A0A015Y881;A0A015YDK9;A0A015YEP6;A0A015YG93;A0A015YHK6;A0A015YIM1;A0A015YP35;A0A015ZKZ9;A0A016A9M6;A0A016A9S6;A0A016AAF2;A0A016AHB7;A0A016AHX7;A0A016AMV8;A0A016AR94;A0A016ARK5;A0A016ASW6;A0A016AUK4;A0A016AUW8;A0A016B1J3;A0A016BRI4;A0A016BT13;A0A016BTH9;A0A016BU49;A0A016C0R1;A0A016CIU6;A0A016CMU4;A0A016CTM9;A0A016E5G0;A0A016E9G1;A0A0E2AJX3;A0A0E2AK45;A0A0E2AM64;A0A0E2ANI7;A0A0E2AS64;A0A0E2AUD3;A0A0E2AUU2;A0A0E2AZ42;A0A0E2B4N9;A0AAN4MWE1;A0AAN4MXU7;A0AAN4MYW0;A0AAN4MZ35;A0AAN4MZV5;A0AAN4N0J9;A0AAN4N1M2;A0AAN4N226;A0AAN4N2I6;A0AAN4SG63;A0AAN4SHX5;A0AAN4SJY3;A0AAN4SKC6;A0AB73ADW8;A0AB73AGR1;A0AB73AGT5;A0AB73AI34;A0AB73AI37;A0AB73AIA1;A0AB73AIH8;A0AB73AJB4;A0AB73AJR0;A0AB73AKD0;A0AB73APH4;A0AB73APM7;A0AB73ASL4;A0ABN0BFC9;A0ABN0BHD5;A0ABN0BKU4;A0ABN0BM05;A0ABN0BMZ3;A0ABN0BNJ7;A0ABN0BNM8;A0ABN0BQF9;A0ABN0BQQ6;A0ABN0BS62;A0ABN0BSJ8;E1WKP3;E1WL29;E1WLU3;E1WPG7;E1WQG3;E1WS57;E1WSA9;E1WU69;E1WV40;E1WWW3;I9AT87;I9BP01;I9BPC5;I9KAC6;I9KMJ4;I9V6C0;I9VJS4;I9VNT4;I9VWY7;Q5L874;Q5L9D2;Q5LA30;Q5LB76;Q5LBD5;Q5LBZ1;Q5LEQ9;Q5LF84;Q5LH15;Q5LHR9;Q5LI65;Q64PL6;Q64QE2;Q64RM2;Q64RT0;Q64SX1;Q64VP5;Q64XW9;Q64YS0;Q64Z72,Glutaminase;Imidazole glycerol phosphate synthase subunit HisH;Multifunctional fusion protein;N-acetylmuramoyl-L-alanine amidase;Omega-amidase YafV;Peptide deformylase;asparaginase,3.5.1.-;3.5.1.1;3.5.1.108;3.5.1.2;3.5.1.24;3.5.1.25;3.5.1.28;3.5.1.3;3.5.1.88,146,6
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ007,beta_glucosidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides fragilis; 26 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,exact_ec,A0A015SJV7;A0A015TY09;A0A015U769;A0A015W5Z8;A0A015YEQ6;A0A016A5X3;A0A016ADK9;A0A016AHF7;A0A016ASA5;A0A016B1K2;A0A0E2AJ84;A0A0E2AVE0;A0A380Z022;A0AAN4MV75;A0AAN4SG49;A0AB73AF14;A0AB73AQX6;A0ABN0BM16;A0ABN0BRE6;E1WKI0;E1WQP8;I9K159;I9KMQ8;Q5L7V6;Q64N27;Q64ZD5,Periplasmic beta-glucosidase;beta-glucosidase,3.2.1.21,26,0
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ008,alpha_rhamnosidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides fragilis; 24 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,exact_ec,A0A015SUN1;A0A015UCY8;A0A015UPE8;A0A015VPI0;A0A015X888;A0A015ZQ16;A0A016AH65;A0A016AQ18;A0A016CUJ1;A0A016CVI2;A0A0E2AUT6;A0A0E2B6U7;A0A380YU69;A0AAN4N2N9;A0AAN4N3A2;A0AB73ANS7;A0AB73AQL2;E1WKF9;E1WL20;I9BPB3;I9VZG2;Q5LID7;Q64YT1;Q64ZF6,alpha-L-rhamnosidase,3.2.1.40,24,0
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ009,beta_galactosidase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides fragilis; 97 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,exact_ec,A0A015TXT1;A0A015TYU1;A0A015U0K7;A0A015U1X9;A0A015U5B8;A0A015U7M9;A0A015UBJ3;A0A015UHM1;A0A015ULH0;A0A015V6V5;A0A015VUQ2;A0A015VZ76;A0A015W4P2;A0A015W6M2;A0A015WY77;A0A015X7I0;A0A015Y6L9;A0A015YGX6;A0A015YI45;A0A015YL73;A0A015Z522;A0A015ZH54;A0A015ZNI5;A0A015ZQB6;A0A016A6Z2;A0A016ADY0;A0A016AH36;A0A016ALV0;A0A016AP71;A0A016AQQ3;A0A016AQT3;A0A016AT03;A0A016C1A6;A0A016CII7;A0A016CTV5;A0A016E395;A0A016EE59;A0A0E2AK32;A0A0E2AKU8;A0A0E2AKV0;A0A0E2ATU6;A0A0E2AVW0;A0A0E2AYA1;A0A0E2B5Y9;A0A380YS92;A0A380YT47;A0AAN4MY68;A0AAN4N1Q6;A0AAN4N2E6;A0AAN4N5G2;A0AAN4SHH5;A0AAN4SHL3;A0AB73AFI4;A0AB73AHN7;A0AB73AJA1;A0AB73APT7;A0AB73APX8;A0AB73AR70;A0ABN0BF40;A0ABN0BF58;A0ABN0BHK3;A0ABN0BMN8;A0ABN0BP23;A0ABN0BPQ0;A0ABN0BR08;A0ABN0BS07;E1WJS4;E1WK32;E1WLC8;E1WLW6;E1WNE0;E1WPJ1;E1WPV4;E1WTK8;E1WUE7;G8K029;I9BH04;I9BN42;I9BPW9;I9KC46;I9V257;I9VND9;I9VX19;I9VZ64;Q5L8V9;Q5LAH3;Q5LAU4;Q5LGZ2;Q5LHH0;Q5LJ68;Q64ND9;Q64P21;Q64QW2;Q64R92;Q64XU6;Q64YD9;Q64ZY5,Beta-galactosidase;beta-galactosidase,3.2.1.23,97,0
NT5003,Bacteroides fragilis (NT),Bacteroides fragilis (NT),Bacteroides fragilis nontoxigenic (S2)  DSM No.: 2151,Bacteroides fragilis nontoxigenic,"EN-2, VPI 2553",Bacteroides,Bacteroidaceae,Bacteroidetes,ENZ010,bile_salt_hydrolase,likely_present,species_genome,uniprot_sparql_automated,UniProt,,,,,same_species,"Automated UniProt SPARQL match from taxon Bacteroides fragilis; 1 protein hit(s), 0 reviewed.",needs_curation,http://purl.uniprot.org/taxonomy/817,Bacteroides fragilis,Bacteroides fragilis,exact_ec,Q5LF84,,3.5.1.24,1,0
